link,price,code,Fabric Type,Neckline,Collection,Trouser,Sleeves,Embellishment,Color,Size,Shirt,Dupatta
https://www.junaidjamshed.com/black-lawn-3pc-stitched-jlawn-s-24-054.html,pkr 6 660.00,JLAWN-S-24-054,lawn,round  neck  cross  placket  striped  white  solid  plain  unknown,spring  summer  collection  piece  stitched,dyed  straight  trouser  floral  solid  striped  plain  paisley  short  long  black  dress  skirt  short,printed  sleeve  lace  finishing  short  long  black  striped  white,embellishment  neckline,black  blue  white  gray  plaid  brown  yellow,,printed  front  floral  solid  plain  plaid  paisley  back  classic  kameez  short  long  medium  yes  dress  cotton  blue  white  unknown  length,floral  flower  paisley  solid  plaid
https://www.junaidjamshed.com/mustard-jacquard-unstitched-3pc-jlawn-s-24-113-andaaz-03.html,pkr 6 360.00,JLAWN-S-24-113 ANDAAZ-03,jacquard  jacquard,striped  solid  white  unknown  plain,festive  collection  jacquard  shirt  dupatta  unstitched  piece,meter  striped  solid  checkered  plain  stripe  dress  wood  long  short,solid  striped  stripe  plain  plaid,,mustard  orange  brown  red  striped  white  blue  black  tan  blue,3 piece,striped  solid  stripe  plain  stripe dress  cotton  unknown  blue,striped  stripe  solid  plain  orange
https://www.junaidjamshed.com/green-lawn-3pc-stitched-jlawn-s-24-090.html,pkr 10 250.00,JLAWN-S-24-090,lawn,extended  neckline  striped  white  plaid  unknown  dress,embroidered  glitter  paste  printed  lawn  shirt  burnout  organza  dupatta  trouser  spring  summer  collection  piece  stitched,straight  floral  solid  striped  checkered  plaid  short  long  full  dress  flat  skirt,straight  long  short  green  white  striped,buttoning  neckline  handwork  black  zari  crochet  lace  side  seam  daaman  sleeve,green  white  blue  black  gray  tan  khaki  brown  lime  blue,,floral  plaid  paisley  solid  striped  line  short  long  medium  yes  dress  cotton  blue  unknown  know  lone,floral  paisley  flower  checkered  flower
https://www.junaidjamshed.com/black-dyed-kurti-jjlk-s-jss-23-443.html,pkr 3 890.00,JJLK-S-JSS-23-443,dyed  lawn,band  collar  placket  striped  gray  white  plain  solid,printed  lawn  shirt  festive  collection  lady  kurti  casual,,printed  sleeve  lace  finishing  insertion  long  short  black  striped  gray,button  tassel  neckline,black  green  gray  white  blue,,printed  solid  striped  plain  paisley  gray  regular  kameez  short  long  medium  yes  cotton  dress  sweater  blue  unknown  long,
https://www.junaidjamshed.com/beige-unstitched-2pc-jjls-w-jw2-23-2036.html,pkr 4 300.00,JJLS-W-JW2-23-2036,jacquard  khaddar,,winter  collection  jacquard  shirt  khaddar  trouser  unstitched  piece,meter  floral  striped  plain  solid  dress,long  short  white  black  striped,,beige  blue  white  brown  gray  tan  black,2 piece,floral  solid  plain  flower  striped dress  cotton  blue  unknown  button,
https://www.junaidjamshed.com/light-brown-cotton-kurti-jjlk-s-jpwk-23-919.html,pkr 6 010.00,JJLK-S-JPWK-23-919,silk  cotton  tussar,solid  plain  white  striped  unknown,special  edition  lady  kurti  semi  formal  kurti,,long  short  solid  black  open,,light  brown  blue  orange  gray  red,,solid  floral  plain  flower  flower short  long  medium  yes  dress  cotton  blue  unknown  white,
https://www.junaidjamshed.com/burgundy-jacquard-unstitched-3pc-jlawn-s-24-249.html,pkr 7 590.00,JLAWN-S-24-249,jacquard  jacquard,striped  stripe  unknown  white  solid,spring  summer  collection  jacquard  shirt  dupatta  unstitched  piece,meter  striped  stripe  solid  checkered  floral  dress  long  short  short,striped  stripe  plain  solid  plaid,,burgundy  red  white  striped  pink  maroon  gray  purple,3 piece,striped  stripe  plaid  plain dress  cotton  polo,stripe  striped  checkered  polka  dot  floral
https://www.junaidjamshed.com/pink-lawn-kurti-jjlk-s-jss-24-306.html,pkr 2 560.00,JJLK-S-JSS-24-306,lawn,shirt  collar  center  clit  striped  solid  plain  pink  long,printed  lawn  shirt  spring  summer  collection  lady  kurti,,quarter  kaftan  sleeve  short  long  striped  pink  white,,pink  red  white,,solid  floral  striped  plain  paisley  kaftan  cut  long  short  medium  yes  dress  cotton  tie  dye  unknown  mid  length,
https://www.junaidjamshed.com/multicolor-unstitched-3pc-jjls-w-jwu-23-1856.html,pkr 7 690.00,JJLS-W-JWU-23-1856,jacquard  jacquard,long  solid  plain  striped  white,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  plaid  solid  plain  striped  stripe  jean  short  long  dress  flat,meter  solid  plain  striped  floral  stripe,,multicolor  brown  pink  white  tan  yellow  blue  black  orange  purple  yellow,3 piece,solid  plain  striped  floral  stripe dress  cotton  polo  blue  old,solid  plain  floral  stripe  striped
https://www.junaidjamshed.com/green-unstitched-3pc-jjls-w-jw-23-1749.html,pkr 8 200.00,JJLS-W-JW-23-1749,jacquard  palachi,striped  dress  plain  white  unknown,winter  collection  jacquard  shirt  palachi  dupatta  unstitched  piece,meter  solid  floral  striped  plain  plaid  short  dress  long  wood,solid  plain  striped  plaid  floral,,green  teal  blue  white  gray  black  mint  white,3 piece,floral  striped  solid  paisley  plaid cotton  old  unknown  blue  sure,floral  flower  paisley  plaid
https://www.junaidjamshed.com/off-white-silk-stitched-3pc-jlawn-s-24-406.html,pkr 10 250.00,JLAWN-S-24-406,silk,collar  embroidered  placket  striped  solid  white  unknown  plain,festive  collection  piece  stitched  festive,straight  solid  floral  striped  plain  patterned  short  long  dress  thick,bell  sleeve  striped  long  short  white  plaid,button  tassel  dupatta,white  gray  blue  striped  red  black  gray,,straight  floral  solid  striped  plain  plaid  short  long  medium  yes  dress  cotton  blue  button  length,floral  paisley  solid  striped  flower
https://www.junaidjamshed.com/red-jacquard-2pc-stitched-jjpw-s-jps-22-3923.html,pkr 13 690.00,JJPW-S-JPS-22-3923,jacquard,magzi  striped  solid  dress  plain  white,winter  collection  piece  stitched  semi  formal,solid  striped  floral  plain  dress  short  long  skirt  neither,short  long  striped  red  solid,,red  orange  striped  pink  white  blue  black  gray,,striped  solid  stripe  plaid  checkered  loose  cut  long  short  medium  yes  dress  cotton  tank  top  unknown  medium,
https://www.junaidjamshed.com/violet-kurti-jjlk-w-jws-23-3024.html,pkr 5 740.00,JJLK-W-JWS-23-3024,jacquard,boat  neck  striped  solid  plain  unknown  white,dyed  shirt  winter  collection  lady  kurti  casual,,straight  short  long  plaid  striped  black,beat  neckline,violet  red  blue  purple  brown  black,,straight  solid  plaid  striped  floral  plain  long  short  medium  yes  dress  cotton  unknown  sure,
https://www.junaidjamshed.com/black-lawn-unstitched-3pc-jlawn-s-24-064.html,pkr 6 150.00,JLAWN-S-24-064,lawn  lawn,striped  white  solid  unknown  plain,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  striped  solid  checkered  plain  stripe  short  dress  wood  long,striped  solid  plain  stripe  plaid,,black  yellow  white  striped  brown  gray  blue  red  pink,3 piece,striped  solid  floral  plaid  plain cotton  dress  blue  unknown,polka  dot  plaid  striped  checkered
https://www.junaidjamshed.com/multicolor-dobby-unstitched-3pc-jlawn-s-24-236.html,pkr 5 950.00,JLAWN-S-24-236,dobby  lawn  chiffon,plain  striped  floral  white  dress,spring  summer  collection  lawn  shirt  chiffon  dupatta  unstitched  piece,meter  plain  solid  floral  plaid  patterned  dress  short  skirt  long  full,plain  solid  floral  striped  plaid,,multicolor  blue  purple  white  gray  black  brown  yes  white,3 piece,floral  solid  plain  plaid  flower dress  unknown  cotton  blue  know,floral  flower  solid  paisley  flower
https://www.junaidjamshed.com/beige-unstitched-3pc-jjls-w-jwu-23-1810.html,pkr 7 180.00,JJLS-W-JWU-23-1810,jacquard  jacquard,plain  white  striped  solid  unknown,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  solid  plain  striped  plaid  floral  dress  long  short  skirt,meter  solid  plain  plaid  striped  checkered,,beige  white  gray  brown  blue  black  tan  blue,3 piece,solid  floral  plain  plaid  paisley dress  cotton  blue  unknown  white,flower  floral  paisley  solid  flower
https://www.junaidjamshed.com/dark-blue-raw-silk-3pc-stitched-jjpw-w-jw-22-1787.html,pkr 27 390.00,JJPW-W-JW-22-1787,silk  raw,plain  long  solid  striped  white,winter  collection  piece  stitched  basic  dyed  stone  raw  silk  shirt  trouser  impure  chiffon  dupatta,solid  plain  floral  paisley  print  short  long  straight  dress  striped  slack,bell  sleeve  long  short  white  black  open,dori  tassel  front  opening,dark  blue  black  gray  white  navy  clear  purple  white,,front  overlap  angrakha  solid  plain  floral  paisley  striped  straight  long  short  medium  yes  dress  blue  cotton  unknown  polo  length,solid  paisley  floral  plain  flower
https://www.junaidjamshed.com/black-lawn-stitched-3pc-jlawn-s-24-108.html,pkr 8 410.00,JLAWN-S-24-108,lawn,boatneck  keyhole  striped  white  plain  unknown  dress,festive  collection  piece  stitched,dyed  straight  trouser  striped  solid  plain  stripe  checkered  long  short  jean  dress  slack,gold  glitter  printed  sleeve  short  long  striped  black  white,dori  tassel  neckline,black  white  blue  gray  brown  white,,gold  glitter  printed  front  striped  solid  plaid  plain  stripe  back  regular  shirt  short  long  medium  yes  dress  blue  unknown  tank  top  cotton  length,blue  paisley  plaid  striped  floral
https://www.junaidjamshed.com/multicolor-unstitched-3pc-jjls-w-jwu-23-1827.html,pkr 8 510.00,JJLS-W-JWU-23-1827,jacquard  karandi,striped  plain  white  solid  blue,winter  collection  jacquard  shirt  karandi  dupatta  unstitched  piece,meter  floral  plain  solid  checkered  flower  short  dress  neither  skirt  wood,solid  plain  floral  striped  plaid,,white  blue  gray  pink  shirt  black  brown  tan  white,3 piece,floral  solid  plain  paisley  flower cotton  blue  dress  white  hot,plain  floral  flower  solid  flower
https://www.junaidjamshed.com/cream-lawn-unstitched-2pc-jlawn-s-jst-24-1622.html,pkr 3 070.00,JLAWN-S-JST-24-1622,lawn,,spring  summer  collection  lawn  shirt  trouser  unstitched  piece,meter  striped  checkered  solid  plaid  plain,plaid  long  short  striped  red,,cream  white  plaid  pink  red  blue  black  brown  gray,2 piece,plaid  checkered  striped  plain  floral cotton  blue  white,
https://www.junaidjamshed.com/plum-silk-kurti-jjlk-s-jpwk-23-921.html,pkr 7 690.00,JJLK-S-JPWK-23-921,silk  tussar,solid  striped  white  plain  unknown,special  edition  lady  kurti  semi  formal  kurti,,short  long  red  black  solid,,plum  purple  red  maroon  pink  white,,solid  floral  paisley  polka  dot  striped short  long  medium  dress  cotton  unknown  striped  know,
https://www.junaidjamshed.com/red-cambric-kurti-jjlk-s-jss-24-332.html,pkr 3 070.00,JJLK-S-JSS-24-332,cambric,round  neck  slit  solid  white  floral  striped  plain,printed  lawn  shirt  spring  summer  collection  lady  kurti,,printed  straight  sleeve  long  red  short  white  pink,button  front  slit  tassel  side  slit,red  pink  floral  white,,printed  straight  front  floral  flower  plaid  solid  paisley  short  long  medium  yes  tall  dress  cotton  unknown  tie  dye  length,
https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-213.html,pkr 8 610.00,JLAWN-S-24-213,lawn,plain  white  striped  floral  solid,spring  summer  collection  unstitched  piece,meter  floral  checkered  solid  plain  polka  dot  short  jean  neither  long,floral  solid  plain  plaid  flower,,white  blue  green  purple  teal  black  gray  brown  white,3 piece,floral  flower  paisley  solid blue  cotton  dress  unknown,flower  floral  polka  dot  star
https://www.junaidjamshed.com/blue-cambric-3pc-stitched-jlawn-s-24-036.html,pkr 6 660.00,JLAWN-S-24-036,cambric,extended  collar  striped  paisley  white  solid  plain,printed  lawn  shirt  dupatta  trouser  spring  summer  collection  piece  stitched,izaar  striped  floral  paisley  plain  solid  short  long  dress  jean,printed  straight  sleeve  long  floral  short  plaid  striped,dori  tassel  front  dupatta,blue  floral  pink  gray  green  white  red  purple,,printed  front  open  floral  solid  striped  plain  paisley  angrakha  long  short  medium  yes  dress  cotton  blue  unknown  length,floral  paisley  flower  stripe
https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-055.html,pkr 5 640.00,JLAWN-S-24-055,lawn  zari  taar  taar,striped  paisley  plaid  white  solid,spring  summer  collection  zari  taar  shirt  dupatta  unstitched  piece,meter  plaid  striped  plain  solid  floral  dress  short  skirt,plaid  floral  striped  plain  solid,,white  pink  plaid  floral  red  blue  gray  black  white,3 piece,floral  plaid  solid  striped  plain dress  cotton  unknown,plaid  floral  flower  striped  stripe
https://www.junaidjamshed.com/coral-lawn-unstitched-3pc-jlawn-s-24-330-baharain-b-8.html,pkr 3 380.00,JLAWN-S-24-330 BAHARAIN B-8,lawn  lawn,striped  white  unknown  stripe  red,festive  collection  lawn  shirt  dupatta  unstitched  piece,meter  striped  solid  plain  floral  checkered  dress  short  long  red,striped  solid  stripe  plain  plaid,,coral  red  pink  white  black  blue  gray  white,3 piece,stripe  striped  solid  checkered  plain dress  red  cotton  unknown,stripe  striped  polka  dot  red
https://www.junaidjamshed.com/green-jacquard-2pc-stitched-jlawn-s-jds-24-1160.html,pkr 5 950.00,JLAWN-S-JDS-24-1160,jacquard,round  neck  plaid  striped  checkered  stripe  unknown,jacquard  shirt  dupatta  monsoon  collection  piece  stitched,shalwar  plaid  solid  plain  striped  checkered  short  long  straight  dress  jean,lose  kurta  sleeve  plaid  long  striped  short  checkered,tasseling  neckline,green  plaid  striped  red  yellow  white  blue  orange,,straight  plaid  striped  checkered  stripe  square  short  length  long  medium  tall  cotton  dress  small,
https://www.junaidjamshed.com/white-lawn-kurti-jjlk-s-jss-24-340.html,pkr 5 020.00,JJLK-S-JSS-24-340,lawn,round  neck  slit  plain  white  solid  striped  dress,embroidered  lawn  shirt  spring  summer  collection  lady  kurti,,bell  sleeve  organza  lace  short  long  white  open  plain,,white  pink  gray  floral  red,,straight  front  floral  solid  flower  plain  striped  short  long  medium  yes  tall  dress  white  cotton  shirt  blue  long,
https://www.junaidjamshed.com/light-green-raw-silk-3pc-stitched-jjpw-s-jps-22-3919.html,pkr 17 910.00,JJPW-S-JPS-22-3919,formal  sleeve  pant  neck  cut  embellishment  length  semi  kurta  style  ejaar  trouser  back  neckline  screen  slit  hand  embroidered  wear  shirt  front  raw  round  medium  printed  straight  silk  type  dupatta  fabric  embellished,striped  white  plain  solid  dress,winter  collection  piece  stitched,solid  plain  striped  floral  dress  short  long  full  skirt,short  long  striped  white  pink,,light  green  yellow  pink  blue  white  black  gray  peach,,floral  striped  solid  plaid  plain short  long  medium  tall  dress  cotton  blue  white  unknown,floral  checkered  polka  dot  solid  flower
https://www.junaidjamshed.com/brown-3pc-stitched-jjpw-w-jps-23-3938.html,pkr 15 390.00,JJPW-W-JPS-23-3938,paper  cotton,v  neck  white  dress  striped  solid  plain,embroidered  dyed  semi  formal  shirt  trouser  dupatta  winter  collection  piece  stitched  formal,izaar  solid  plain  striped  floral  dress  long  short  straight  cold  skirt  slack  striped,embroidered  long  short  white  black  striped,,brown  white  blue  gray  pink  black  tan  beige  khaki  gold,,embroidered  floral  solid  plain  striped  plaid  front  open  style  shirt  long  short  medium  yes  dress  blue  cotton  unknown  white,floral  solid  flower  plain  paisley
https://www.junaidjamshed.com/beige-lawn-unstitched-3pc-jlawn-s-24-159.html,pkr 5 330.00,JLAWN-S-24-159,lawn  lawn,plain  solid  pink  dress  white,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  floral  plain  solid  striped  flower  short  dress  long  plain,solid  plain  striped  plaid  floral,,beige  pink  purple  blue  gray  red  white  black  orange  peach,3 piece,solid  plain  floral  paisley  striped dress  blue  cotton  unknown  tie  dye,floral  flower  paisley  solid  pink
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-065.html,pkr 6 150.00,JLAWN-S-24-065,lawn  lawn,striped  solid  white  unknown  plain,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  striped  solid  red  floral  checkered  dress  wood  roman,solid  striped  plain  plaid  floral,,multicolor  red  white  black  orange  blue  gray  yellow  white,3 piece,solid  floral  striped  plain  plaid dress  polo  unknown  blue  sure,floral  striped  stripe  paisley  checkered
https://www.junaidjamshed.com/green-lawn-unstitched-2pc-jlawn-s-jds-24-1084-khumaar-04.html,pkr 3 070.00,JLAWN-S-JDS-24-1084 KHUMAAR-04,lawn  lawn,,festive  collection  lawn  shirt  dupatta  unstitched  piece,,short  striped  long  white  plaid,,green  blue  white  striped  red  pink  teal  blue,2 piece,floral  checkered  polka  dot  striped  plaid dress  cotton  blue  unknown,polka  dot  floral  checkered  flower
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jds-24-1022.html,pkr 3 380.00,JLAWN-S-JDS-24-1022,lawn  jacquard,,spring  summer  collection  lawn  shirt  jacquard  dupatta  unstitched  piece,,short  floral  long  white  black,,multicolor  orange  pink  green  shirt  blue  peach  brown  tan,2 piece,floral  solid  plain  striped  paisley cotton  dress  unknown  sure,floral  flower  paisley  yes
https://www.junaidjamshed.com/green-jacquard-unstitched-3pc-jlawn-s-24-254.html,pkr 8 200.00,JLAWN-S-24-254,jacquard  jacquard,plaid  striped  solid  unknown  plain,spring  summer  collection  jacquard  shirt  dupatta  unstitched  piece,meter  solid  striped  checkered  plaid  plain  dress  short  wood  long,plaid  solid  plain  striped  checkered,,green  teal  blue  white  gray  black  mint  blue,3 piece,plaid  solid  striped  checkered  floral dress  cotton  sweater,solid  floral  flower  paisley  plaid
https://www.junaidjamshed.com/beige-dyed-3pc-stitched-jlawn-s-24-030.html,pkr 9 020.00,JLAWN-S-24-030,dyed,band  collar  center  front  slit  plain  dress  white  striped  solid,embroidered  textured  shirt  digital  printed  dupatta  trouser  spring  summer  collection  piece  stitched,izaar  plaid  floral  solid  plain  flower  short  neither  dress,straight  short  white  long  plaid  striped,buttoning  neckline,beige  white  tan  pink  yellow  blue  black  plaid  red  orange,,floral  plaid  solid  plain  flower short  long  medium  yes  dress  cotton  white  unknown  blue  long,floral  flower  plaid  striped
https://www.junaidjamshed.com/green-lawn-kurti-jjlk-s-jss-24-348.html,pkr 5 120.00,JJLK-S-JSS-24-348,lawn,boat  neck  keyhole  striped  solid  white  unknown  plain,embroidered  printed  lawn  shirt  spring  summer  collection  lady  kurti,,printed  sleeve  embroidery  short  striped  long  white  black,dori  tassel  front  neckline,green  yellow  blue  white,,printed  front  neck  embroidery  striped  floral  stripe  solid  paisley  back  regular  shirt  short  long  medium  tall  dress  cotton  blue  unknown  length,
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-200.html,pkr 4 710.00,JLAWN-S-24-200,lawn  lawn,striped  white  plain  dress  solid,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  floral  striped  checkered  paisley  stripe  dress  long  short  full,solid  striped  plain  plaid  stripe,,green  blue  brown  white  tan  beige  black  white,3 piece,floral  striped  solid  plaid  plain dress  blue  cotton  unknown,floral  striped  stripe  paisley  flower
https://www.junaidjamshed.com/off-white-jacquard-unstitched-3pc-jlawn-s-24-099.html,pkr 6 150.00,JLAWN-S-24-099,jacquard  jacquard,plain  white  solid  striped  unknown,spring  summer  collection  jacquard  shirt  dupatta  unstitched  piece,meter  floral  checkered  solid  paisley  flower  dress  short  long  skirt  full,plain  solid  plaid  floral  striped,,white  blue  yellow  shirt  tan  brown  black  cream  beige  tan,3 piece,floral  plaid  checkered  solid  striped dress  cotton  blue  white  unknown,floral  flower  polka  dot  paisley
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-579.html,pkr 4 410.00,JLAWN-S-24-579,lawn  lawn,solid  white  striped  plain  purple,monsoon  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  floral  purple  flower  plain  long  short  dress  neither,solid  plain  striped  plaid  purple,,multicolor  purple  blue  white  black  gray  pink  yes  lilac,3 piece,solid  floral  plain  flower  paisley blue  dress  unknown  cotton  know,floral  purple  flower  solid  flower
https://www.junaidjamshed.com/black-cotton-3pc-stitched-jlawn-s-24-475.html,pkr 9 430.00,JLAWN-S-24-475,cotton,embroidered  round  neck  slit  striped  stripe  unknown  plaid,embroidered  jacquard  shirt  dupatta  trouser  monsoon  collection  piece  stitched,azaar  striped  plaid  stripe  checkered  short  long  dress  wood  plaid,jacquard  embroidered  straight  sleeve  striped  short  long  plaid  black,button  front  slit,black  striped  white  red  gray  blue  brown  purple,,jacquard  straight  front  striped  stripe  plaid  checkered  long  short  medium  yes  cotton  dress  length,stripe  striped  paisley  checkered  plaid
https://www.junaidjamshed.com/grey-lawn-unstitched-3pc-jlawn-s-24-107-sunehra-1.html,pkr 5 640.00,JLAWN-S-24-107 SUNEHRA-1,lawn  lawn,plain  white  striped  unknown  paisley,festive  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  plain  checkered  striped  plaid  dress  long  skirt  wood  short,floral  plain  plaid  checkered  solid,,grey  blue  white  gray  black  brown  purple  white,3 piece,floral  checkered  solid  plaid  polka  dot dress  cotton  blue  unknown  white,polka  dot  flower  floral  checkered
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-103.html,pkr 4 920.00,JLAWN-S-24-103,lawn  doria,striped  white  plain  unknown  solid,spring  summer  collection  lawn  shirt  doria  dupatta  unstitched  piece,meter  solid  checkered  floral  striped  plain  dress  short  wood  long,plaid  solid  plain  striped  checkered,,multicolor  blue  red  white  gray  plaid  black  brown  yellow  pink  green  white,3 piece,solid  plaid  plain  floral  checkered blue  cotton  white  dress  unknown,floral  flower  paisley  striped  checkered
https://www.junaidjamshed.com/brown-kurti-jjlk-w-jws-23-3026.html,pkr 5 740.00,JJLK-W-JWS-23-3026,jacquard,magzi  striped  white  solid  dress  plain,dyed  shirt  winter  collection  lady  kurti  casual,,straight  long  short  striped  black  white,buttoning,brown  orange  yellow  blue  white,,straight  solid  plain  striped  floral  stripe  short  long  medium  yes  cotton  dress  blue  unknown  know,
https://www.junaidjamshed.com/pink-lawn-unstitched-3pc-jlawn-s-23-280.html,pkr 13 170.00,JLAWN-S-23-280,lawn,striped  solid  long  plain  white,festive  collection  unstitched  piece,meter  striped  solid  stripe  plain  dress  long  short  solid,striped  solid  plain  stripe,,pink  red  striped  white  purple  black  yes  white,3 piece,striped  stripe  solid  plain  stripe dress  cotton  blue,stripe  striped  solid  paisley  plain
https://www.junaidjamshed.com/green-lawn-unstitched-2pc-jlawn-s-jst-24-1673.html,pkr 3 590.00,JLAWN-S-JST-24-1673,lawn,,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  floral  solid  paisley  flower  plain,long  short  striped  plaid  white,,green  purple  white  pink  blue  gray  black,2 piece,floral  paisley  solid  plaid  plain dress  cotton  button  striped  blue,
https://www.junaidjamshed.com/off-white-raw-silk-stitched-3pc-jjpw-s-jps-24-3905.html,pkr 16 410.00,JJPW-S-JPS-24-3905,silk  raw,formal  neckline  round  neck  shirt  front  embroidered  sleeve  straight  pant  style  cut  open  length  full  white  dress  necklace  plain  floral,festive  collection  piece  stitched,plain  solid  floral  checkered  striped  short  long  straight  yes  dress  neither,white  short  long  plain  cold,,white  blue  gray  pink  black  tan  cream  red,,floral  solid  polka  dot  plain  dot short  long  medium  yes  dress  white  cotton  blue  tank  top,floral  flower  polka  dot  solid  plain
https://www.junaidjamshed.com/green-slub-unstitched-3pc-jlawn-s-24-605.html,pkr 7 180.00,JLAWN-S-24-605,slub,solid  plain  white  striped  long,monsoon  collection  unstitched  piece,meter  solid  floral  plain  striped  flower  short  long  dress  jean  straight,solid  plain  striped  stripe  green,,green  white  gray  blue  black  cream  beige,3 piece,solid  plain  striped  floral  stripe dress  cotton  unknown  white,paisley  floral  flower  solid
https://www.junaidjamshed.com/maroon-cambric-unstitched-3pc-jlawn-s-24-378-khilat-08.html,pkr 5 840.00,JLAWN-S-24-378 KHILAT-08,cambric  lawn,solid  striped  white  plain  long,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  solid  plain  checkered  striped  floral  dress  short  long  red,solid  plain  striped  floral  plaid,,maroon  red  white  pink  gray  black  blue  yes,3 piece,solid  plain  floral  striped  plaid dress  polo  blue  red  unknown,solid  polka  dot  plain  floral
https://www.junaidjamshed.com/blue-lawn-unstitched-3pc-jlawn-s-24-135-luxe-1.html,pkr 8 200.00,JLAWN-S-24-135 LUXE-1,lawn  jacquard,striped  white  plain  paisley  unknown,festive  collection  lawn  shirt  jacquard  dupatta  unstitched  piece,meter  striped  plain  solid  floral  paisley  dress  short  jean  long,meter  plaid  floral  plain  striped  solid,,blue  white  gray  black  brown  gray,3 piece,floral  paisley  solid  plain  abstract dress  cotton  blue  tie  dye  unknown,floral  paisley  flower  blue  solid
https://www.junaidjamshed.com/red-raw-silk-kurti-jjlk-w-jws-22-3059-fb.html,pkr 7 050.00,JJLK-W-JWS-22-3059 FB,silk  raw,striped  solid  red  white  pink,winter  collection  lady  kurti  casual,,plain  full  sleeve  scallop  long  red  short  striped  cold,gota  lace  tassel,red  pink  white  maroon,,embroidered  solid  floral  striped  paisley  stripe  plain  angerkha  short  long  medium  tall  yes  cotton  red  dress  unknown  long,
https://www.junaidjamshed.com/white-cotton-net-stitched-2pc-jjpw-s-jps-24-3921.html,pkr 10 250.00,JJPW-S-JPS-24-3921,net  cotton,round  neck  striped  white  blue  solid  dress,embroidered  dyed  semi  formal  shirt  dupatta  festive  collection  piece  stitched  formal,straight  pant  plain  solid  striped  checkered  floral  short  long  full  rough  dress  neither  yes  long,short  long  black  blue  white,,white  blue  orange  black  gray  tan,,embroidered  solid  plain  floral  striped  checkered  straight  short  long  medium  yes  blue  dress  unknown  polo  know  mid  length,
https://www.junaidjamshed.com/pink-kurti-jjlk-w-jws-23-3046.html,pkr 6 870.00,JJLK-W-JWS-23-3046,silk  raw,embroidered  extended  collar  solid  white  striped  pink  dress,dyed  embroidered  raw  silk  shirt  winter  collection  lady  kurti  formal,,plain  dyed  sleeve  embroidered  border  long  short  pink  red  solid,button  detailing  neckline,pink  red  white  orange  blue,,plain  dyed  front  embroidery  floral  striped  solid  plaid  back  stitching  detail  classic  kameez  long  short  medium  tall  dress  white  blue  button  unknown  long,
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-23-609.html,pkr 3 380.00,JLAWN-S-23-609,lawn  lawn,striped  dress  white  plain  solid,limited  edition  lawn  shirt  dupatta  unstitched  piece,meter  solid  plain  plaid  floral  striped  long  dress  short  slack,floral  solid  plaid  plain  striped,,green  blue  purple  floral  yellow  white  black  purple,3 piece,floral  solid  plaid  flower  paisley dress  cotton  blue  button  unknown,floral  flower  solid  polka  dot
https://www.junaidjamshed.com/white-unstitched-3pc-jjls-w-jwu-23-1807.html,pkr 5 840.00,JJLS-W-JWU-23-1807,jacquard  jacquard,striped  white  plain  solid  unknown,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  striped  plain  solid  dress  stripe  short  jean  long,striped  solid  stripe  plain  plaid,,white  gray  striped  brown  tan  blue  beige  striped,3 piece,striped  solid  stripe  plain  plaid cotton  dress  polo  unknown,stripe  striped  solid  floral  plain
https://www.junaidjamshed.com/pink-printed-3pc-stitched-jlawn-s-24-463.html,pkr 7 790.00,JLAWN-S-24-463,printed,round  neck  line  striped  plaid  plain  white  dress,festive  collection  piece  stitched,straight  striped  plain  dress  plaid  floral  short  long  slack  yes  long,straight  plaid  short  long  striped  white,dori  tassel  neckline,pink  floral  white  tan  gray  blue  brown  green,,floral  plaid  plain  striped  solid  classic  kameez  long  short  medium  yes  cotton  dress  white  long,floral  plaid  striped  flower  stripe
